Website,Title,Employer,Location,lat,lon,Country,Skills
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjU0MzAzMzQ2IiwicyI6IjYydkJILUFjVDRHNElJMHRuV2IxZHcifQ.QFiDAPpKBs-iojQbwxD05rGS9IkktIQhkP32I9_NfHc,Business Intelligence Consultants (m/w) f?r M?nchen/Hamburg,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,data mining|business intelligence
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjU0MzAzMzQ3IiwicyI6IjYydkJILUFjVDRHNElJMHRuV2IxZHcifQ.M1r_VbUUilzW1sV0nBR5741aKU4s77S5mHnoH688wqc,Business Intelligence Consultants (m/w) f?r den K?ln/D?sseldorf,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,data mining|business intelligence|artificial intelligence
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjU5NTMwMjI2IiwicyI6IlZ0cTZHU0k1UnhtNE5kSVBNZWw4SUEifQ.D3PRnlMwX2jUaFcWXwWJOu9cIvAk69if5U-uMZ5Rf9o,Digital/Multi Channel Consultants,BearingPoint UK,Victoria,51.503378,-0.139134,United Kingdom,hadoop
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjU5OTE2ODk2IiwicyI6IkNyMVhuUkVXUk5XdVpuMFhacWdreUEifQ.-am2Hb2LrrJ1Rjr_yfSwwHAprEtvEZXKOhzHm2ZQw5s,Business Development Executive,ComplyAdvantage,Victoria,51.503378,-0.139134,United Kingdom,data analysis|saas
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc4Mzg0MTI0IiwicyI6IjhGOWhpaDVCUUc2eFRwblBSWjljZ1EifQ.HaKICCAgUsxbHMcFV1pxPRLKhmQnhbjrgdazxtbTkp4,Senior Manager - Decision Science Lead - MC Advisory,KPMG UK,Victoria,51.503378,-0.139134,United Kingdom,java|sql
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc4NzE2NjgzIiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.1aiuX5IcYJ7VsmOQtLcfqmLFueSL8Xj_TLAzWkrhREk,Senior Implementation Engineer,n/a,Victoria,51.503378,-0.139134,United Kingdom,data analysis|analysis
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc5NzE3OTkyIiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.N5xXTHEoMUG1i7Por_Il72Duk0U-dBEEungkDk3SlZA,Informatician & Statistical Analyst,Guevara,Victoria,51.503378,-0.139134,United Kingdom,analysis|statistics|assurance|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc5NzE4MDEzIiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.tQVZskcqWQIinoafapG3LtzrVut0a6NB2UnoUeXxwy8,Strategy Manager / Strategy Associate,Guevara,Puddle Dock,51.508301,-0.097811,United Kingdom,assurance|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc5NzE4MDEzIiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.tQVZskcqWQIinoafapG3LtzrVut0a6NB2UnoUeXxwy8,Strategy Manager / Strategy Associate,Guevara,Puddle Dock,51.508301,-0.100548,United Kingdom,assurance|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc5NzE4MDEzIiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.tQVZskcqWQIinoafapG3LtzrVut0a6NB2UnoUeXxwy8,Strategy Manager / Strategy Associate,Guevara,Puddle Dock,51.512897,-0.097811,United Kingdom,assurance|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjc5NzE4MDEzIiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.tQVZskcqWQIinoafapG3LtzrVut0a6NB2UnoUeXxwy8,Strategy Manager / Strategy Associate,Guevara,Puddle Dock,51.512897,-0.100548,United Kingdom,assurance|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjcwNjIwMzQ5IiwicyI6Ik94VE5qckdiUkFTNnpId3E3NHJCR0EifQ.ZHATRknarrTNUMU76b94-p8waQjGcS4t5ZXJ6bapN5I,Executive Program Manager (Europe),n/a,United Kingdom,54.75844,-2.69531,United Kingdom,analytics|data warehouse|scrum
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjcxODg0MzY4IiwicyI6Ik94VE5qckdiUkFTNnpId3E3NHJCR0EifQ.aDnGC_zSMsY8V5_9yR3vXTdbyOQfI19QhnKDirASr5Y,Executive Program Manager,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,analytics|data warehouse|scrum
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjgwMDk4OTMwIiwicyI6IkthcEhsWUZBUTBTQUJERXVETk5KaUEifQ.AKQHJR6RNckSTlZjmUxhYmwciNeXWJ49oflj0ekVN9o,Java Developer,n/a,Guildford,51.236401,-0.570291,United Kingdom,software development|sdlc|java|finance
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjk1MDkyMjk1IiwicyI6IjNSQVhxVTRiUmFHZ2c4UmJKYkZBV3cifQ.C4gjdCDQUDU1GtIY4Zfr54nbT7Erk7rUjLi6yXQHpRQ,Front End Developer,Skimlinks,London,51.50853,-0.12574,United Kingdom,metadata|clojure|compiler
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjk4MTI1Mjg4IiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.uKsNTVKDj5xxQe2l-A6eKMNdG78gilL6CQQLpL9mvD4,Bluetooth firmware engineer for designing next generation wearables,Huawei,United Kingdom,54.75844,-2.69531,United Kingdom,data analysis
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjk4MTI1Mzk2IiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.1I5mFUm8YmlcpzavnKS70hKm5TXpHOeUhNS2rXPKgfU,Senior Rails Engineer,Qstream,United Kingdom,54.75844,-2.69531,United Kingdom,saas|sales|ruby on rails
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjk5NzEyODc3IiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.OLpB8GCbN_7u2WMnEZ4CDLpcjP-X5JatcZH_FP41QB0,Enterprise Account Executive,Trustwave,Victoria,51.503378,-0.139134,United Kingdom,automation
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjkyOTc3ODI5IiwicyI6IjYydkJILUFjVDRHNElJMHRuV2IxZHcifQ.s0WfWP1GH-FoTAxJefNeAwGcvqVt87MdVs0eMwhiE-k,Sales Director,Playfair Capital,Victoria,51.503378,-0.139134,United Kingdom,data mining|assurance|sales|machine code
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjkzMDA1MzA0IiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.spV2WfKYGMd_Dw5Z8Jk1tTv2dzbSaTgELQTdAdie_Ug,Solution Architect,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,android|amazon web services|google app engine
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjkzNjExNjg3IiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.kCopgdxB3DyqWtgF8sVB-04FIKZmJXbFQ-pbyC56oJQ,Software Engineer,Raytheon Company,Hempsted,51.866699,-2.24867,United Kingdom,hadoop|pig|data analysis|python|devops|perl|distributed computing|scrum|virtualization|scripting language
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjkzNjExNjgyIiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ._M7xpq89ZngE57GQSg1Dx1gYxxaKZHOw-dSUMloSZBg,Software Engineer,Raytheon Company,Hempsted,51.866699,-2.24867,United Kingdom,software engineer|data analysis|distributed computing|virtualization
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMjkzNzQ5OTQwIiwicyI6IjYydkJILUFjVDRHNElJMHRuV2IxZHcifQ.d0xr2JVDlUfKSI2go5yYGbhpaOJUibXsax-jTARaLgA,DBA for IoT (Database Administrator & Developer),Cambridge Consultants Careers,United Kingdom,54.75844,-2.69531,United Kingdom,software development|sdlc|database|nosql|postgresql|mysql|mongodb
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzA0NjMyMTcwIiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.eAHY29pveQjRvGHpCNMoJfvTmV-qjUy920PBaUU4jg4,Manager - Digital Architect - CIO Advisory,KPMG UK,Victoria,51.503378,-0.139134,United Kingdom,data analysis|architect
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzA3MTY1NzUyIiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.E7lwfS-Xwq9r7naLyUDpWl2CrfJ1IJiRVpEgluCDtds,Apprentice Operations Consultant,Baltic Training Services,Crowthorne,51.366106,-0.817393,United Kingdom,finance
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzA3MTYwNTA5IiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.G0hNbrmMP-zzT5EhaRcYoSAf5lLfdUbwvBD9NIyonxo,Software & Web Developer Apprentice- London (SE1) - 3514,QA Apprenticeships,Elephant and Castle,51.49765,-0.099209,United Kingdom,software development|sdlc|database|design|database design
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzA3MTYxMzk1IiwicyI6IjYydkJILUFjVDRHNElJMHRuV2IxZHcifQ.5xtVus_48BV6YQiUkg2RShfAssf05djygkBzFr98G1g,IT Advanced Apprentice – Business Intelligence,Digital Native UK,Saltley,52.483002,-1.89359,United Kingdom,data mining|business intelligence|artificial intelligence
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzA3MTcwMjM2IiwicyI6Imp2bTNwcWlKUnNDbjN1TElHSWd6aHcifQ.uLskbSN4FoisqIA-8mg7sNbCKJE8kJcfvlv3AN_nnCE,Apprentice Operations Consultant,Baltic Training Services,Crowthorne,51.366106,-0.817393,United Kingdom,finance
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzA5MDk1MDI2IiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.TP3euohMcnlhcjHuqp_FiDgcuOa6AiuMG6CNWBGFlSM,IT Software and Web Apprenticeship - London (W4 5) - 5629,QA Apprenticeships,Acton,51.494664,-0.276038,United Kingdom,software development|sdlc|database|php|responsive web design|responsive design
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzAwNjQ1MDg1IiwicyI6IjYydkJILUFjVDRHNElJMHRuV2IxZHcifQ.RFXtn8B31ekKLvgMIQKhNtg77HHYj3-YcEZIy5s9G7A,Senior Software Engineering Manager/Technical Lead,Intel,United Kingdom,54.75844,-2.69531,United Kingdom,software engineering|artificial intelligence|gpu
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzAwNjQ1Mjk0IiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.A08RiWgJgVtmQos1KHgK59ETejQ5Ee6wDh-nOQXPWeI,Software Engineer,Intel,United Kingdom,54.75844,-2.69531,United Kingdom,software engineer|artificial intelligence|gpu
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzAxNTEyNzMwIiwicyI6IlRWd0cwTDkzVDYtUjJWbDB0bzFtdmcifQ.fVEodBBncX1b_BJZybv1cBHA9ceZ-Ya_3cV6Ri6X0d4,BI Consultant (Data Warehouse, ETL, Integration, A,Anson McCade Ltd,London,51.50853,-0.12574,United Kingdom,hadoop|sql|python|etl|data warehouse|data management|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzAxNTEyNzU5IiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.Zia4nKiC8v3TnXdJx9bHjwuf3BLVMkOd4SKUT1uR9Ic,Linux Systems Engineer,MECS Communications Ltd,Hempsted,51.866699,-2.24867,United Kingdom,linux|devops|unix|leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzAxNTEyNzgzIiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.SGdPPaA295vxnC85UWKz3LbYB7mrAYjbe6rcBeyvl5c,Systems Engineer,MECS Communications Ltd,Newton Heath,53.480701,-2.23438,United Kingdom,devops|unix|leadership|saas|troubleshooting
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0MDc5NTY4IiwicyI6IkxCMTFPb1N3U0lHRkFFcjRvVWRLWUEifQ.89QSXYKspyLR3Fj2NfsTilbt3GF3t2Jn2j9Z_57Khl8,Director of Business Development - <strong>Big</strong> <strong>Data</strong> Practice - London,Cognizant Technology Solutions,Victoria,51.503378,-0.139134,United Kingdom,leadership
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0MTYxNTk3IiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.yZ4G9hcAdIZhyyQHqHxwi3hJ7UZaimu6hKReUsKnNNc,National s ales Manager,n/a,United Kingdom,54.75844,-2.69531,United Kingdom,analytics
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0MjY2ODc1IiwicyI6IkRvZnVlWGs1Unp5S2cyUlFOeWdXRmcifQ.JAfl_tbQWA9LA6DgMa-hCfT0Qqg2uDsagz4pCUZmf2g,Digital Demand Generation Manager,ComplyAdvantage,Victoria,51.503378,-0.139134,United Kingdom,analytics|data mining|saas
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0MzQ1NzEwIiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.ukrjCtLRVcfLBdifbEcHQR4s_fZjmPclJtSS7PJzyPA,Tech Sales Executive,Norton Leigh,Victoria,51.503378,-0.139134,United Kingdom,sales
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0MzQ1NzU4IiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.DIgbCR08XXSoXz0e3QMMEi0HJUWVTwKfuOTARXuCzZo,Media Sales Executive,Norton Leigh,Victoria,51.503378,-0.139134,United Kingdom,sales
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0ODAyMDc5IiwicyI6IkNyMVhuUkVXUk5XdVpuMFhacWdreUEifQ.LRDmDfaAQ2B3u3nWtENCy1pScoyKxMaq-kfJ6S7ChVE,Paid Fintech Internships: 1) Sales & Marketing 2) Operations,ComplyAdvantage,Victoria,51.503378,-0.139134,United Kingdom,data analysis|data mining|sales
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0OTM1NTMyIiwicyI6Imp2bTNwcWlKUnNDbjN1TElHSWd6aHcifQ.X3PE0l4dF8HJpvYlzJoKmNKzntEPpTEk7_qpCDQzuDk,Systems Engineer - Linux,n/a,Shankill,54.597301,-5.93011,United Kingdom,linux|virtual machine|linux kernel
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE0OTM1NTYwIiwicyI6IlZ2X2hvMlFrU182dHN5dkphRDlBc2cifQ.yKtRJfDHZHhUPkatg9ct1KwBOtmFWZWrxJYAejFpmt8,Senior Engineer (Java/C++/Python),n/a,Clabby,54.388189,-7.388242,United Kingdom,javascript|java|hadoop|python|matlab|metadata|html|css
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE1ODY5OTA3IiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.Ybol4cFqUDPrqS0gapIIWet-3-rqkj7jFVxqILcxrFU,Services Sales Representative IV,Oracle,Didsbury,53.4165,-2.23679,United Kingdom,leadership|saas|sales|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE1ODY5OTA4IiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.I-jJZtv-n1HyvyTbsFucrvOkCnF2gRzrTxmKgY0SYqI,Services Sales Representative IV,Oracle,Linlithgow,55.978401,-3.59423,United Kingdom,leadership|saas|sales|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE1ODY5OTA5IiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.iVI0KzdDp1ckD6GzSSa7GoyU5Owpu8TzbFp4rQbH2mA,Services Sales Representative IV,Oracle,Richmond Hill,53.799599,-1.54912,United Kingdom,leadership|saas|sales|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE1ODY5OTEwIiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.9EPsmM8BD0TtxhIU-DFCCes-CVqEepshCIS5pwiNZaE,Services Sales Representative IV,Oracle,Leigh Woods,51.455299,-2.5919,United Kingdom,leadership|saas|sales|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE1ODY5OTEzIiwicyI6ImdkNGF6RW53VFpPc0NwTUJzcFNGRWcifQ.s8IetdyJMeCHHI2_T2SSw_efZnd8hMWTRJBQ_6Fturc,Services Sales Representative IV,Oracle,Westerfield,52.059299,1.15567,United Kingdom,leadership|saas|sales|oracle
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE2MzIyODgzIiwicyI6IjYtUXFnQWtMUWk2QXdnQlZGSjRTSncifQ.70C4reZ09SRSfo2tcV0qVHNO09MD7UNq_H9KzxKzBck,Principal Data Scientist - Manager,talentsocial,United Kingdom,54.75844,-2.69531,United Kingdom,data science
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE2NjI3MDcxIiwicyI6Imt1RU5OaFRHUXplQno3Y2d2bDdIQVEifQ.Nf00nyPF4FycxKo0OTq0a-Mv34VHhZWiZGW2WAE5WCQ,Senior Systems Administrator - Top 3 UK Managed <strong>Cloud</strong> <strong>Computing</strong> Brand,Recruitment Revolution,London,51.50853,-0.12574,United Kingdom,assurance|amazon-ec2
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE2NjcxOTczIiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.nh-e_VSDwLPPrDqr_bbayRK928lHm9N-jVhK2Jj1N4I,Delivery Director, EMEA,Hortonworks,London,51.50853,-0.12574,United Kingdom,hadoop|data analysis|sql|data mining
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3MDcyODYzIiwicyI6IjYtUXFnQWtMUWk2QXdnQlZGSjRTSncifQ.3-bZC2If7U8ora7R5ENMAVXs6jaquooHDRvwwDkIJ7s,Data Analyst (Financial Services),BearingPoint Ireland,United Kingdom,54.75844,-2.69531,United Kingdom,data analysis|database|analysis
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3MjMzNzc3IiwicyI6ImhSNjQ4NVZpUXZXdzFqSG50a1A2YWcifQ.qZXC9LlaROOxO7GIMx5A-WwKJLJxERHgDsItNaH6j6Q,<strong>Big</strong> <strong>Data</strong> Solutions Enablement Manager,Intel Corporation,Upper Stratton,51.558399,-1.78199,United Kingdom,leadership|machine code
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3Mjc4NTgyIiwicyI6Im9BMDhYRjEtUjlpcjFISWtjYmNiUmcifQ.ByMHmAoNVb2TEBH1TKueHcKL8oB5J7qesAxxB4ITYEI,Digital Analytics Manager,n/a,Newton Heath,53.480701,-2.23438,United Kingdom,analytics|database|sql|data warehouse
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3NjYxMzQ5IiwicyI6IlZ0cTZHU0k1UnhtNE5kSVBNZWw4SUEifQ.WyBRh8wKGsGYs4WnHYABp2pU9bc_Svawe5P4_l4uSUY,Digital Developer (net/Java/HTML/SQL/Oracle),Atkins Limited,Saltley,52.483002,-1.89359,United Kingdom,javascript|software development|sdlc|java|data analysis|database|nosql|sql|data mining|php|business intelligence|artificial intelligence|oracle|mongodb|html
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3OTM1MDY3IiwicyI6ImhSNjQ4NVZpUXZXdzFqSG50a1A2YWcifQ.cteS-JX0tt5C-dIpUXte5QY_9xh1TjJkjo2MhiK7HUg,<strong>Big</strong> <strong>Data</strong> Technologies - Senior Dev,Adthena,Shoreditch,51.516393,-0.077536,United Kingdom,hadoop
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3OTM1MDY3IiwicyI6ImhSNjQ4NVZpUXZXdzFqSG50a1A2YWcifQ.cteS-JX0tt5C-dIpUXte5QY_9xh1TjJkjo2MhiK7HUg,<strong>Big</strong> <strong>Data</strong> Technologies - Senior Dev,Adthena,Shoreditch,51.516393,-0.077818,United Kingdom,hadoop
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3OTM1MDY3IiwicyI6ImhSNjQ4NVZpUXZXdzFqSG50a1A2YWcifQ.cteS-JX0tt5C-dIpUXte5QY_9xh1TjJkjo2MhiK7HUg,<strong>Big</strong> <strong>Data</strong> Technologies - Senior Dev,Adthena,Shoreditch,51.516393,-0.082144,United Kingdom,hadoop
http://www.edsa-project.eu/adzuna/eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzE3OTM1MDY3IiwicyI6ImhSNjQ4NVZpUXZXdzFqSG50a1A2YWcifQ.cteS-JX0tt5C-dIpUXte5QY_9xh1TjJkjo2MhiK7HUg,<strong>Big</strong> <strong>Data</strong> Technologies - Senior Dev,Adthena,Shoreditch,51.522515,-0.077536,United Kingdom,hadoop
